distribution_id,distribution_date,location_id,beneficiary_id,item_category,quantity,est_value_usd
1422,2025-08-04,2,1026,Pulses (kg),8.4,29.99
1423,2025-03-13,5,488,Pulses (kg),11.7,78.45
1424,2025-03-05,6,1420,Rice (kg),2.5,15.42
1425,2025-04-03,6,1725,Flour (kg),11.7,54.05
1426,2025-01-23,1,669,Rice (kg),8.3,33.0
1427,2025-08-29,6,1313,Medicine Pack,1.0,6.3
1428,2025-08-30,6,1113,Medicine Pack,13.0,71.08
1429,2024-11-10,1,187,Flour (kg),5.0,16.09
1430,2025-08-31,1,1545,Medicine Pack,2.0,8.62
1431,2025-01-20,3,1599,Medicine Pack,5.0,15.93
1432,2025-06-16,1,1435,Flour (kg),4.9,29.45
1433,2024-11-12,3,1688,Hygiene Kit,5.0,19.44
1434,2025-04-30,5,1508,Cooking Oil (L),8.3,36.23
1435,2025-08-26,1,1785,Cooking Oil (L),8.0,51.17
1436,2025-02-21,4,1925,Rice (kg),11.9,61.79
1437,2025-01-02,6,1776,Rice (kg),4.4,16.41
1438,2025-08-24,2,824,Cooking Oil (L),8.5,47.1
1439,2024-12-25,5,656,Pulses (kg),2.1,10.1
1440,2025-04-06,4,1264,Rice (kg),3.3,19.05
1441,2025-04-13,1,558,Flour (kg),4.9,18.76
1442,2025-07-01,6,1942,Water (L),2.9,16.13
1443,2024-12-02,3,570,Water (L),9.5,54.57
1444,2025-02-22,3,172,Cooking Oil (L),2.8,9.81
1445,2025-07-30,4,1552,Cooking Oil (L),1.6,5.9
1446,2024-11-25,5,334,Hygiene Kit,5.0,34.71
1447,2025-05-01,5,873,Cooking Oil (L),2.3,12.9
1448,2024-10-03,6,1397,Flour (kg),2.8,17.81
1449,2024-11-03,3,738,Pulses (kg),2.3,14.84
1450,2024-12-23,1,1517,Flour (kg),4.5,24.4
1451,2024-10-17,1,386,Pulses (kg),5.6,22.58
1452,2024-12-09,6,1307,Rice (kg),6.1,26.77
1453,2025-07-10,3,403,Flour (kg),0.5,2.11
1454,2024-10-16,5,1360,Flour (kg),9.2,54.48
1455,2025-01-04,1,355,Hygiene Kit,14.0,82.27
1456,2025-05-02,4,1363,Hygiene Kit,7.0,44.57
1457,2025-05-25,5,85,Flour (kg),2.2,10.0
1458,2025-04-10,3,1032,Medicine Pack,7.0,23.05
1459,2025-04-25,6,1538,Pulses (kg),10.4,39.07
1460,2024-12-05,4,1209,Pulses (kg),5.0,34.33
1461,2024-12-10,3,1652,Pulses (kg),4.5,27.58
1462,2024-11-29,6,1422,Rice (kg),3.8,14.26
1463,2024-12-25,1,1280,Cooking Oil (L),4.2,19.46
1464,2025-01-20,6,1156,Medicine Pack,10.0,47.06
1465,2025-03-03,3,259,Water (L),2.8,11.95
1466,2025-07-29,3,1309,Flour (kg),1.9,8.88
1467,2025-05-14,1,1436,Flour (kg),4.2,17.84
1468,2024-11-11,5,1680,Medicine Pack,2.0,8.73
1469,2024-11-19,1,1904,Cooking Oil (L),3.7,13.44
1470,2025-05-22,3,270,Cooking Oil (L),5.0,23.54
1471,2024-12-23,3,753,Cooking Oil (L),3.0,12.26
1472,2025-06-29,4,328,Flour (kg),9.1,54.89
1473,2025-01-13,2,797,Pulses (kg),2.5,16.86
1474,2025-05-10,3,1134,Cooking Oil (L),13.3,79.76
1475,2024-12-02,3,330,Medicine Pack,6.0,23.02
1476,2025-02-27,6,901,Rice (kg),0.8,5.29
1477,2024-12-30,2,755,Rice (kg),8.3,41.54
1478,2025-07-29,6,1047,Rice (kg),1.9,8.02
1479,2025-07-11,1,1293,Flour (kg),5.3,30.04
1480,2025-04-07,3,1824,Hygiene Kit,1.0,4.91
1481,2024-10-22,1,1795,Rice (kg),2.8,19.15
1482,2025-03-05,6,1433,Cooking Oil (L),8.1,45.58
1483,2025-08-15,4,687,Flour (kg),7.3,39.03
1484,2025-07-19,5,1869,Rice (kg),6.9,26.85
1485,2024-12-17,3,1768,Rice (kg),8.2,32.43
1486,2024-12-05,5,70,Hygiene Kit,5.0,22.11
1487,2025-01-30,5,713,Hygiene Kit,3.0,11.79
1488,2025-01-26,3,923,Flour (kg),7.3,50.17
1489,2025-04-01,1,1413,Flour (kg),6.7,27.06
1490,2025-08-03,6,930,Hygiene Kit,1.0,5.05
1491,2025-06-30,6,1559,Water (L),4.2,19.49
1492,2025-01-26,1,1724,Flour (kg),15.7,68.07
1493,2024-11-16,1,157,Pulses (kg),6.2,42.27
1494,2025-01-10,2,1802,Medicine Pack,5.0,28.72
1495,2025-06-22,4,1042,Flour (kg),5.6,20.84
1496,2025-05-22,5,614,Rice (kg),0.7,2.18
1497,2025-08-02,6,417,Rice (kg),8.7,31.94
1498,2024-10-02,2,1429,Pulses (kg),2.6,16.81
1499,2024-11-08,6,1962,Flour (kg),7.0,45.04
1500,2025-02-23,4,762,Pulses (kg),1.1,6.11
1501,2024-09-25,4,1728,Hygiene Kit,4.0,21.7
1502,2025-08-16,5,862,Pulses (kg),2.8,10.57
1503,2025-08-21,2,1653,Rice (kg),5.9,22.2
1504,2025-08-06,6,1295,Flour (kg),2.7,10.18
1505,2025-07-07,1,489,Medicine Pack,1.0,4.42
1506,2024-10-09,5,142,Flour (kg),5.3,36.58
1507,2025-02-06,1,1047,Hygiene Kit,1.0,5.19
1508,2024-10-01,5,2,Flour (kg),11.3,47.3
1509,2024-10-07,2,1721,Pulses (kg),7.6,42.78
1510,2024-10-15,1,514,Rice (kg),10.7,73.63
1511,2025-08-30,3,1325,Rice (kg),6.9,41.76
1512,2024-10-13,5,313,Cooking Oil (L),10.1,43.78
1513,2024-11-28,1,1265,Rice (kg),1.9,8.22
1514,2025-01-11,3,150,Cooking Oil (L),8.3,43.07
1515,2025-03-06,6,1858,Flour (kg),6.3,31.28
1516,2025-07-22,6,1857,Flour (kg),4.7,17.93
1517,2025-04-08,4,495,Water (L),10.0,50.48
1518,2024-11-21,5,918,Flour (kg),23.2,89.08
1519,2025-05-11,4,475,Flour (kg),10.9,52.1
1520,2025-04-15,3,1048,Medicine Pack,2.0,11.92
1521,2025-08-06,5,685,Rice (kg),1.6,9.53
1522,2024-09-28,5,1428,Cooking Oil (L),5.3,36.46
1523,2024-11-16,1,258,Medicine Pack,17.0,69.39
1524,2024-10-22,1,1622,Hygiene Kit,3.0,13.34
1525,2025-07-31,3,71,Flour (kg),5.1,21.2
1526,2025-07-14,4,7,Rice (kg),0.9,4.64
1527,2025-01-06,4,1333,Cooking Oil (L),20.3,105.09
1528,2025-08-28,1,665,Cooking Oil (L),9.2,43.13
1529,2025-03-13,2,700,Flour (kg),5.4,19.14
1530,2025-06-19,6,1692,Flour (kg),7.0,30.94
1531,2025-02-08,6,1,Rice (kg),3.9,13.54
1532,2025-01-02,4,378,Medicine Pack,4.0,22.52
1533,2025-08-24,2,1317,Rice (kg),2.2,8.67
1534,2025-07-20,1,367,Cooking Oil (L),14.8,59.34
1535,2024-10-29,3,1213,Rice (kg),2.6,17.8
1536,2025-01-08,1,1065,Flour (kg),2.2,14.69
1537,2025-06-04,6,482,Flour (kg),2.5,11.43
1538,2024-12-18,3,30,Pulses (kg),6.1,32.51
1539,2025-04-27,2,408,Rice (kg),4.2,27.28
1540,2024-11-20,6,512,Pulses (kg),2.6,17.59
1541,2025-08-01,2,1547,Cooking Oil (L),8.2,35.06
1542,2025-08-28,6,442,Medicine Pack,4.0,18.94
1543,2025-03-18,2,70,Rice (kg),3.7,12.57
1544,2025-08-18,1,3,Hygiene Kit,8.0,45.02
1545,2025-07-04,3,1531,Hygiene Kit,1.0,5.69
1546,2025-03-14,2,477,Flour (kg),6.7,33.58
1547,2024-10-30,6,86,Cooking Oil (L),5.6,36.33
1548,2025-05-26,3,1546,Flour (kg),1.9,7.25
1549,2025-07-26,1,91,Flour (kg),2.4,7.51
1550,2025-06-03,5,1158,Flour (kg),5.2,27.78
1551,2025-08-11,1,1936,Flour (kg),6.2,32.52
1552,2025-01-09,1,1900,Rice (kg),1.9,12.7
1553,2024-10-20,1,1427,Flour (kg),3.4,21.4
1554,2025-02-07,1,1150,Water (L),7.3,31.75
1555,2025-04-05,4,639,Cooking Oil (L),9.5,39.57
1556,2024-12-19,1,815,Medicine Pack,10.0,38.99
1557,2025-03-13,6,1343,Flour (kg),6.1,29.99
1558,2024-10-09,2,926,Water (L),3.4,18.55
1559,2025-03-04,4,512,Flour (kg),1.5,6.76
1560,2025-01-03,3,977,Flour (kg),4.7,26.99
1561,2024-10-06,6,1719,Cooking Oil (L),4.3,20.2
1562,2025-01-22,2,490,Water (L),6.8,44.83
1563,2025-02-20,3,672,Water (L),2.8,11.23
1564,2025-03-05,3,1167,Pulses (kg),4.2,23.07
1565,2025-02-14,2,190,Rice (kg),10.3,31.34
1566,2024-11-22,3,1448,Flour (kg),2.6,16.61
1567,2025-08-06,2,646,Pulses (kg),3.5,22.75
1568,2025-08-04,1,664,Water (L),9.0,52.17
1569,2024-12-19,5,1128,Medicine Pack,9.0,62.64
1570,2025-05-03,6,627,Medicine Pack,1.0,4.42
1571,2025-07-09,6,3,Pulses (kg),4.4,16.99
1572,2025-03-17,4,1912,Water (L),4.9,26.94
1573,2025-04-04,1,408,Pulses (kg),2.4,7.34
1574,2024-10-07,6,1237,Hygiene Kit,9.0,57.07
1575,2025-06-11,2,778,Flour (kg),8.4,54.65
1576,2025-06-07,3,817,Hygiene Kit,2.0,12.84
1577,2025-04-19,3,797,Pulses (kg),0.9,5.91
1578,2025-04-28,5,1733,Cooking Oil (L),5.6,32.91
1579,2025-02-09,4,525,Rice (kg),11.2,77.59
1580,2025-05-11,5,1957,Rice (kg),1.3,5.31
1581,2024-10-24,3,151,Pulses (kg),8.5,55.6
1582,2025-08-18,1,830,Flour (kg),7.9,32.42
1583,2025-07-09,6,597,Cooking Oil (L),0.9,5.94
1584,2025-05-15,3,516,Pulses (kg),1.2,8.11
1585,2025-06-17,2,1865,Pulses (kg),5.7,20.68
1586,2025-08-11,4,553,Rice (kg),8.9,38.78
1587,2024-12-10,1,414,Medicine Pack,22.0,81.4
1588,2025-08-24,5,631,Flour (kg),2.5,11.48
1589,2025-03-01,4,1838,Rice (kg),7.3,44.85
1590,2024-11-19,2,1389,Rice (kg),0.1,0.63
1591,2025-02-21,3,832,Rice (kg),4.7,23.83
1592,2025-06-27,3,1432,Flour (kg),4.3,19.73
1593,2024-09-16,5,528,Medicine Pack,14.0,84.2
1594,2025-05-29,4,69,Rice (kg),6.3,42.01
1595,2024-11-03,2,1731,Water (L),1.3,6.78
1596,2024-10-22,3,1094,Medicine Pack,6.0,36.78
1597,2024-12-06,3,1810,Medicine Pack,10.0,47.03
1598,2025-07-07,2,1958,Rice (kg),4.1,24.08
1599,2025-02-13,4,1021,Flour (kg),2.1,11.23
1600,2025-04-16,2,1213,Flour (kg),9.1,28.39
1601,2025-04-08,3,47,Flour (kg),2.6,9.72
1602,2025-04-23,6,977,Hygiene Kit,10.0,68.63
1603,2025-05-25,2,188,Water (L),10.2,41.67
1604,2025-04-30,1,1418,Water (L),2.0,6.23
1605,2025-06-25,3,1539,Flour (kg),3.5,19.22
1606,2024-11-06,6,1120,Flour (kg),3.4,15.19
1607,2025-06-29,2,1939,Flour (kg),0.9,6.03
1608,2025-02-04,4,171,Pulses (kg),5.5,20.39
1609,2024-11-05,3,122,Flour (kg),3.0,12.89
1610,2024-10-22,4,1925,Pulses (kg),4.9,16.96
1611,2025-02-28,5,218,Cooking Oil (L),4.6,15.27
1612,2025-03-19,2,975,Rice (kg),3.0,12.49
1613,2024-12-11,5,1149,Flour (kg),2.0,6.39
1614,2025-08-02,6,1647,Pulses (kg),15.7,107.47
1615,2024-09-21,5,416,Flour (kg),4.8,20.7
1616,2024-11-04,4,1946,Pulses (kg),11.5,60.28
1617,2024-09-27,6,56,Flour (kg),1.7,5.54
1618,2025-04-21,5,1322,Hygiene Kit,10.0,43.38
1619,2025-08-08,4,1567,Cooking Oil (L),2.2,10.42
1620,2024-12-25,2,1986,Water (L),10.9,46.75
1621,2025-02-10,3,1762,Pulses (kg),8.0,29.02
1622,2024-11-18,3,460,Cooking Oil (L),5.9,18.96
1623,2025-05-29,5,1428,Flour (kg),4.0,20.08
1624,2025-04-15,4,1183,Rice (kg),6.1,26.64
1625,2025-06-05,2,443,Hygiene Kit,4.0,13.07
1626,2025-01-31,6,544,Flour (kg),2.9,8.89
1627,2024-11-25,1,1072,Cooking Oil (L),6.9,28.05
1628,2025-05-13,2,1280,Medicine Pack,7.0,35.12
1629,2024-11-04,6,1668,Cooking Oil (L),2.1,13.64
1630,2025-01-07,4,285,Rice (kg),1.6,5.25
1631,2025-08-08,5,527,Medicine Pack,30.0,101.95
1632,2025-03-27,2,968,Rice (kg),8.3,45.1
1633,2024-09-26,4,1037,Flour (kg),6.2,28.03
1634,2025-08-08,5,744,Medicine Pack,8.0,50.15
1635,2024-09-28,2,1007,Water (L),2.6,13.96
1636,2025-07-12,3,1019,Hygiene Kit,5.0,31.9
1637,2025-04-02,1,695,Cooking Oil (L),5.6,20.36
1638,2024-11-25,5,1205,Flour (kg),9.6,29.67
1639,2025-08-28,2,840,Rice (kg),5.2,22.47
1640,2025-03-25,2,295,Rice (kg),2.6,11.09
1641,2024-12-11,1,563,Pulses (kg),3.9,21.13
1642,2024-10-21,5,258,Rice (kg),13.7,90.12
1643,2025-03-12,3,1959,Water (L),7.5,45.82
1644,2025-07-11,6,782,Pulses (kg),12.9,76.2
1645,2025-07-09,6,1543,Hygiene Kit,2.0,11.81
1646,2024-11-16,4,388,Cooking Oil (L),3.7,11.99
1647,2025-04-29,3,1818,Rice (kg),10.6,58.88
1648,2025-03-17,3,1800,Medicine Pack,4.0,16.73
1649,2025-03-04,6,1955,Flour (kg),8.1,47.05
1650,2025-03-02,5,404,Pulses (kg),24.6,138.3
1651,2025-05-06,2,1385,Cooking Oil (L),5.0,21.65
1652,2024-09-26,1,233,Cooking Oil (L),4.7,22.79
1653,2025-07-31,1,1909,Pulses (kg),6.3,41.06
1654,2024-10-12,6,1326,Medicine Pack,8.0,25.32
1655,2025-07-04,1,1885,Rice (kg),4.2,15.6
1656,2025-07-12,3,1614,Rice (kg),7.7,46.4
1657,2024-09-16,3,929,Flour (kg),5.0,23.16
1658,2024-12-14,1,1411,Flour (kg),4.2,25.02
1659,2025-04-23,5,199,Water (L),11.1,48.78
1660,2024-11-14,3,31,Medicine Pack,6.0,36.33
1661,2025-08-01,6,1086,Flour (kg),0.8,3.59
1662,2025-06-10,5,244,Rice (kg),8.5,26.77
1663,2024-12-22,3,852,Rice (kg),6.6,37.34
1664,2024-10-13,1,1551,Cooking Oil (L),8.1,33.16
1665,2025-08-17,4,399,Medicine Pack,1.0,3.22
1666,2024-11-30,2,658,Rice (kg),3.9,21.0
1667,2025-01-29,5,884,Medicine Pack,3.0,17.36
1668,2024-10-29,4,2,Cooking Oil (L),5.9,38.27
1669,2024-09-16,4,1992,Pulses (kg),7.2,39.52
1670,2025-08-21,2,640,Rice (kg),2.4,13.66
1671,2024-10-21,2,1475,Rice (kg),2.4,11.32
1672,2025-04-07,5,1724,Rice (kg),11.3,60.44
1673,2024-09-22,4,761,Flour (kg),4.8,19.67
1674,2024-10-10,3,148,Flour (kg),4.3,13.93
1675,2025-04-19,6,803,Medicine Pack,6.0,18.02
1676,2025-03-02,6,420,Water (L),3.8,19.61
1677,2024-12-07,6,344,Flour (kg),1.0,6.27
1678,2025-05-31,5,182,Flour (kg),7.3,24.9
1679,2024-12-02,3,1213,Rice (kg),2.5,12.44
1680,2024-10-04,1,399,Rice (kg),4.8,14.88
1681,2025-01-13,6,1375,Rice (kg),9.4,57.41
1682,2025-07-06,3,55,Pulses (kg),2.8,16.01
1683,2025-08-03,3,173,Rice (kg),0.6,2.3
1684,2025-01-18,1,1203,Pulses (kg),9.5,30.34
1685,2025-04-22,5,1809,Water (L),13.7,75.33
1686,2024-12-07,5,688,Medicine Pack,1.0,3.36
1687,2025-06-12,6,505,Cooking Oil (L),4.9,23.88
1688,2025-05-05,6,154,Flour (kg),14.5,58.84
1689,2025-04-21,2,218,Rice (kg),8.7,43.9
1690,2024-11-18,6,149,Cooking Oil (L),1.7,9.18
1691,2025-01-05,1,1528,Rice (kg),1.0,6.0
1692,2025-04-08,6,981,Rice (kg),2.3,9.31
1693,2025-07-17,2,43,Cooking Oil (L),3.9,15.2
1694,2025-08-31,2,149,Water (L),4.3,14.46
1695,2025-08-20,5,793,Medicine Pack,2.0,7.91
1696,2025-02-02,5,145,Hygiene Kit,10.0,43.28
1697,2025-02-16,6,774,Pulses (kg),3.3,16.34
1698,2025-04-01,6,605,Flour (kg),3.0,9.0
1699,2024-11-15,4,374,Hygiene Kit,4.0,13.32
1700,2025-08-23,5,487,Water (L),11.8,68.05
1701,2025-06-11,4,35,Hygiene Kit,8.0,37.08
1702,2025-04-07,3,1802,Pulses (kg),9.2,57.61
1703,2025-07-26,4,279,Flour (kg),2.5,11.28
1704,2025-07-29,2,1995,Water (L),8.8,33.19
1705,2025-03-14,3,360,Medicine Pack,1.0,5.88
1706,2025-04-09,2,693,Flour (kg),3.1,16.73
1707,2024-11-24,4,1310,Rice (kg),11.9,71.17
1708,2025-01-31,4,1260,Cooking Oil (L),3.2,16.09
1709,2025-03-11,3,1528,Flour (kg),7.1,36.08
1710,2025-08-10,3,1942,Cooking Oil (L),8.8,42.72
1711,2025-01-31,2,547,Flour (kg),3.4,17.91
1712,2025-06-15,4,1987,Medicine Pack,3.0,18.98
1713,2025-01-04,6,279,Cooking Oil (L),1.0,3.7
1714,2024-12-27,3,769,Hygiene Kit,3.0,9.13
1715,2025-04-26,6,517,Hygiene Kit,13.0,74.53
1716,2025-06-22,4,275,Cooking Oil (L),3.8,13.59
1717,2024-10-03,4,536,Rice (kg),6.5,20.98
1718,2024-10-29,3,1462,Rice (kg),19.8,137.68
1719,2024-12-29,4,990,Medicine Pack,2.0,8.1
1720,2025-05-16,1,1385,Cooking Oil (L),1.2,4.29
1721,2025-04-13,3,855,Flour (kg),0.9,3.28
1722,2024-10-27,1,619,Flour (kg),10.0,42.17
1723,2024-12-18,6,1544,Flour (kg),9.9,33.06
1724,2025-03-07,6,1297,Medicine Pack,6.0,22.59
1725,2024-10-26,3,65,Rice (kg),7.4,27.86
1726,2025-03-13,3,21,Flour (kg),4.4,20.76
1727,2024-11-05,1,84,Medicine Pack,12.0,74.61
1728,2025-01-22,1,1599,Medicine Pack,2.0,12.1
1729,2024-11-08,3,1378,Flour (kg),10.1,58.03
1730,2024-12-30,1,129,Pulses (kg),9.3,33.61
1731,2024-10-31,2,1324,Water (L),16.8,82.78
1732,2025-07-21,4,1907,Rice (kg),26.1,79.64
1733,2025-08-30,5,498,Cooking Oil (L),13.4,93.34
1734,2024-10-24,6,1754,Pulses (kg),4.3,23.85
1735,2025-04-01,4,525,Pulses (kg),5.7,18.21
1736,2024-11-29,2,1750,Water (L),14.7,63.13
1737,2025-04-01,3,1569,Flour (kg),2.2,8.11
1738,2024-12-29,6,231,Medicine Pack,5.0,30.92
1739,2025-03-26,2,622,Flour (kg),7.7,37.22
1740,2024-12-05,1,46,Medicine Pack,10.0,30.09
1741,2024-12-22,6,904,Rice (kg),7.2,33.38
1742,2024-11-24,6,1924,Rice (kg),2.8,15.76
1743,2025-08-31,2,1448,Cooking Oil (L),6.5,26.95
1744,2025-04-17,1,1723,Pulses (kg),2.3,7.67
1745,2025-01-28,1,254,Pulses (kg),4.5,14.4
1746,2025-06-05,4,373,Medicine Pack,3.0,18.4
1747,2024-10-28,6,1177,Water (L),7.0,32.31
1748,2025-07-15,1,52,Flour (kg),1.2,7.16
1749,2025-03-01,6,214,Rice (kg),9.9,47.41
1750,2025-03-02,2,197,Cooking Oil (L),0.5,1.75
1751,2025-01-23,6,920,Rice (kg),1.0,6.48
1752,2025-08-12,3,1996,Rice (kg),0.9,3.42
1753,2025-02-20,6,1208,Medicine Pack,7.0,29.94
1754,2024-10-30,4,842,Rice (kg),10.2,62.25
1755,2025-02-20,4,318,Flour (kg),4.8,23.66
1756,2025-07-08,5,264,Flour (kg),12.3,37.37
1757,2025-06-29,1,612,Pulses (kg),4.4,22.67
1758,2024-12-18,2,953,Hygiene Kit,5.0,30.07
1759,2024-09-20,5,1854,Pulses (kg),2.3,7.75
1760,2025-02-25,5,1776,Flour (kg),3.4,13.63
1761,2024-09-25,6,1964,Cooking Oil (L),0.8,5.55
1762,2024-10-23,3,1689,Water (L),7.5,49.83
1763,2025-04-22,5,746,Flour (kg),3.7,19.8
1764,2024-11-26,4,1115,Rice (kg),7.0,28.5
1765,2025-04-26,6,434,Flour (kg),3.8,20.46
1766,2025-01-19,2,140,Cooking Oil (L),6.0,39.15
1767,2025-02-25,6,138,Flour (kg),4.1,18.96
1768,2025-05-05,1,586,Rice (kg),11.1,38.98
1769,2025-07-04,3,834,Flour (kg),6.8,42.2
1770,2025-02-04,6,356,Flour (kg),1.7,10.23
1771,2024-11-29,4,497,Rice (kg),2.2,14.19
1772,2024-12-27,5,440,Pulses (kg),2.8,11.87
1773,2024-11-21,1,253,Pulses (kg),3.9,20.95
1774,2025-07-26,3,1902,Flour (kg),4.6,31.45
1775,2025-04-05,1,1035,Flour (kg),17.4,118.76
1776,2025-03-15,3,1252,Water (L),6.7,33.56
1777,2025-07-31,1,115,Rice (kg),5.9,30.79
1778,2025-02-28,3,1815,Pulses (kg),5.9,32.36
1779,2025-01-31,3,1067,Cooking Oil (L),2.6,8.56
1780,2024-12-29,2,1519,Pulses (kg),0.6,4.2
1781,2025-08-15,3,1360,Pulses (kg),7.0,39.76
1782,2024-11-26,4,1553,Rice (kg),14.6,83.81
1783,2025-07-11,2,523,Pulses (kg),4.1,12.75
1784,2025-04-10,6,1057,Cooking Oil (L),11.0,69.29
1785,2025-03-23,4,218,Cooking Oil (L),9.6,47.32
1786,2025-02-27,4,145,Medicine Pack,21.0,138.62
1787,2024-10-22,5,919,Flour (kg),0.5,2.82
1788,2025-08-04,6,1506,Pulses (kg),1.6,6.83
1789,2024-10-18,3,1186,Pulses (kg),3.3,12.55
1790,2025-04-06,5,995,Water (L),8.9,46.02
1791,2025-06-18,4,1623,Pulses (kg),4.8,26.63
1792,2025-03-05,4,43,Hygiene Kit,5.0,23.86
1793,2025-03-24,4,1489,Rice (kg),5.6,35.84
1794,2024-10-12,5,1973,Cooking Oil (L),5.7,19.16
1795,2024-10-20,5,1434,Cooking Oil (L),12.0,55.33
1796,2024-09-26,5,1510,Flour (kg),12.4,45.2
1797,2024-12-29,5,1369,Cooking Oil (L),1.5,8.05
1798,2025-01-17,2,689,Rice (kg),5.6,25.24
1799,2025-03-18,4,1207,Pulses (kg),7.9,25.93
1800,2025-07-18,4,1997,Medicine Pack,1.0,6.0
1801,2024-10-02,4,705,Rice (kg),5.2,31.96
1802,2024-10-04,4,1990,Flour (kg),1.6,10.16
1803,2025-07-25,2,1078,Cooking Oil (L),15.6,85.86
1804,2024-12-15,6,342,Cooking Oil (L),3.3,19.04
1805,2025-01-26,6,1790,Medicine Pack,19.0,59.39
1806,2025-03-29,3,1927,Flour (kg),11.1,57.26
1807,2025-03-30,4,210,Rice (kg),3.3,10.92
1808,2025-05-29,4,24,Medicine Pack,8.0,42.2
1809,2024-11-18,4,1070,Cooking Oil (L),4.6,24.44
1810,2025-05-07,6,434,Hygiene Kit,8.0,54.06
1811,2025-06-29,3,554,Hygiene Kit,2.0,9.18
1812,2025-06-30,3,1847,Flour (kg),2.9,10.2
1813,2025-06-21,2,1448,Pulses (kg),1.8,8.51
1814,2024-10-01,4,251,Rice (kg),9.9,44.89
1815,2024-10-27,6,1844,Pulses (kg),2.8,10.35
1816,2025-03-05,3,133,Cooking Oil (L),1.7,10.62
1817,2025-07-12,2,1610,Water (L),1.4,7.7
1818,2025-07-06,4,616,Cooking Oil (L),0.8,3.1
1819,2025-08-27,6,1161,Pulses (kg),9.6,39.94
1820,2024-12-13,2,1201,Water (L),3.9,23.52
1821,2025-08-17,1,640,Hygiene Kit,4.0,26.89
1822,2025-05-30,2,404,Rice (kg),16.2,84.19
1823,2025-04-30,6,1317,Water (L),8.9,34.41
1824,2024-10-29,2,522,Pulses (kg),2.4,11.91
1825,2025-02-15,6,107,Flour (kg),1.4,6.6
1826,2024-11-25,1,1196,Flour (kg),7.3,45.09
1827,2025-01-19,2,582,Pulses (kg),2.8,10.51
1828,2025-01-26,3,1746,Rice (kg),3.7,23.81
1829,2025-04-10,1,112,Cooking Oil (L),8.8,58.57
1830,2025-01-19,2,1393,Pulses (kg),17.2,70.3
1831,2025-08-28,2,1414,Flour (kg),8.7,46.96
1832,2024-09-19,5,1211,Hygiene Kit,10.0,43.37
1833,2024-11-22,1,232,Flour (kg),2.4,10.81
1834,2024-12-01,5,87,Flour (kg),3.6,25.13
1835,2024-12-04,2,93,Rice (kg),1.7,7.94
1836,2025-02-09,3,599,Flour (kg),16.4,110.36
1837,2025-06-10,5,264,Cooking Oil (L),6.4,20.47
1838,2025-07-04,1,1553,Rice (kg),6.4,28.13
1839,2025-06-09,6,1350,Flour (kg),1.4,7.32
1840,2024-11-21,5,1324,Flour (kg),1.5,8.38
1841,2024-12-25,5,692,Water (L),2.3,8.52
1842,2024-09-23,3,263,Cooking Oil (L),3.3,17.63
1843,2024-10-21,6,1412,Medicine Pack,11.0,55.18
1844,2024-10-20,6,865,Hygiene Kit,5.0,27.4
1845,2025-05-11,6,447,Pulses (kg),2.5,9.41
1846,2025-01-19,4,1853,Hygiene Kit,6.0,20.3
1847,2025-03-05,1,1988,Flour (kg),5.7,33.69
1848,2024-10-02,5,1654,Hygiene Kit,2.0,6.96
1849,2025-05-23,2,1372,Hygiene Kit,9.0,54.44
1850,2024-12-07,4,1782,Water (L),17.1,59.56
1851,2025-06-27,3,151,Pulses (kg),4.6,30.09
1852,2024-10-26,5,597,Medicine Pack,10.0,34.44
1853,2025-08-31,4,1244,Cooking Oil (L),1.3,7.21
1854,2025-04-12,5,220,Hygiene Kit,6.0,37.89
1855,2025-04-13,6,1225,Cooking Oil (L),12.6,67.14
1856,2025-05-20,5,1342,Pulses (kg),9.1,49.95
1857,2025-01-06,6,1266,Hygiene Kit,3.0,20.06
1858,2025-05-25,4,762,Flour (kg),3.8,14.44
1859,2025-01-07,3,859,Rice (kg),7.5,42.53
1860,2025-06-30,6,961,Water (L),3.9,18.82
1861,2025-05-01,5,578,Hygiene Kit,11.0,41.37
1862,2025-07-28,5,251,Medicine Pack,6.0,37.57
1863,2025-02-17,3,1886,Flour (kg),4.6,16.03
1864,2025-06-17,6,1565,Cooking Oil (L),8.8,50.36
1865,2025-07-11,4,881,Cooking Oil (L),6.3,25.38
1866,2025-03-04,2,575,Pulses (kg),20.5,102.03
1867,2024-10-19,5,1300,Flour (kg),14.2,54.75
1868,2025-03-21,4,1622,Pulses (kg),15.7,104.89
1869,2025-02-23,4,326,Rice (kg),17.1,69.66
1870,2024-09-23,3,1731,Pulses (kg),8.7,45.84
1871,2025-04-03,6,509,Hygiene Kit,7.0,28.17
1872,2025-04-14,5,844,Pulses (kg),7.7,36.7
1873,2025-03-08,3,824,Cooking Oil (L),2.7,16.24
1874,2025-04-14,2,4,Medicine Pack,3.0,12.76
1875,2024-12-01,2,626,Hygiene Kit,4.0,19.44
1876,2025-08-20,4,1010,Pulses (kg),3.9,22.23
1877,2025-01-08,4,1585,Rice (kg),8.2,26.84
1878,2024-11-11,2,1658,Rice (kg),5.3,35.94
1879,2024-10-03,2,142,Flour (kg),4.3,15.85
1880,2025-06-03,1,493,Hygiene Kit,10.0,58.31
1881,2025-03-14,3,511,Pulses (kg),9.1,35.22
1882,2025-04-13,6,290,Water (L),11.8,47.8
1883,2025-04-28,3,1683,Hygiene Kit,4.0,23.3
